ID,Age,Gender,Marital Status,Education Field,Education Level,Miles from Home to Work,Department Name,Job Role Name,Job Level,Business Travel Frequency,Yearly Income,Absences per Year,Job Involvement,Performance Rating,Job Satisfaction,Environment Satisfaction,Work Life Balance Satisfaction,Last Salary Increase (%),Amount of Stock Option,Number of Training Sessions Last Year,Number of Other Companies,Total Active Years,Years at Current Company,Years Since Last Promotion,Years with Current Manager,Attrition
2984,38,Male,Divorced,Marketing,Master,6,Sales,Sales Executive,Senior Level,Non-Travel,73360,20,High,3,,1.0,3.0,11,None,3,5.0,13.0,11,3,8,No
2985,30,Male,Single,Life Sciences,College,,Sales,Laboratory Technician,Senior Level,Non-Travel,188800,23,High,4,4.0,3.0,2.0,22,Low,3,0.0,12.0,11,6,7,No
2986,31,Male,Married,Life Sciences,College,,Research & Development,Healthcare Representative,Mid Level,Non-Travel,23020,11,High,3,3.0,3.0,4.0,14,None,3,4.0,13.0,11,4,8,No
2987,34,Male,Divorced,Medical,Bachelor,10,Research & Development,Laboratory Technician,Senior Level,Travel_Rarely,41480,6,High,3,,4.0,3.0,11,None,3,1.0,11.0,11,7,9,No
2988,35,Male,Single,Life Sciences,Master,23,Research & Development,Research Scientist,Mid Level,Travel_Rarely,63340,14,Very High,3,2.0,4.0,1.0,14,None,2,1.0,11.0,11,3,3,No
2989,33,Male,Single,Medical,Master,2,Research & Development,Sales Representative,Entry Level,Non-Travel,25960,21,High,3,2.0,4.0,2.0,14,Low,4,8.0,13.0,11,1,7,No
2990,31,Male,Married,Life Sciences,College,14,Research & Development,Healthcare Representative,Mid Level,Non-Travel,23020,14,High,3,3.0,3.0,4.0,14,None,3,4.0,13.0,11,4,8,No
2991,30,Male,Single,Life Sciences,Master,17,Research & Development,Healthcare Representative,Mid Level,Non-Travel,64300,12,Medium,3,3.0,3.0,3.0,12,Low,2,1.0,12.0,11,5,8,No
2992,35,Male,Married,Life Sciences,College,20,Sales,Laboratory Technician,Entry Level,Travel_Rarely,51540,17,Medium,3,2.0,3.0,2.0,19,None,2,0.0,12.0,11,6,9,No
2993,29,Male,Married,Medical,College,6,Research & Development,Human Resources,Entry Level,Travel_Frequently,41150,6,High,3,4.0,4.0,4.0,11,None,1,1.0,11.0,11,3,10,No
2994,34,Female,Divorced,Medical,Master,14,Sales,Research Scientist,Senior Level,Travel_Frequently,88340,9,High,3,2.0,3.0,4.0,13,Low,1,4.0,15.0,11,5,10,No
2995,35,Male,Single,Life Sciences,Master,,Research & Development,Research Scientist,Mid Level,Travel_Rarely,63340,8,Very High,3,2.0,4.0,1.0,14,None,2,1.0,11.0,11,3,3,No
2996,34,Female,Married,Marketing,Doctor,,Sales,Research Scientist,Entry Level,Travel_Rarely,41940,4,High,3,3.0,2.0,3.0,17,Medium,3,0.0,12.0,11,5,7,No
2997,36,Male,Single,Medical,Bachelor,1,Research & Development,Sales Representative,Senior Level,Non-Travel,34520,10,Very High,3,4.0,1.0,3.0,13,High,4,2.0,18.0,11,0,9,No
2998,38,Male,Divorced,Marketing,Master,,Sales,Sales Executive,Senior Level,Non-Travel,73360,11,High,3,2.0,1.0,3.0,11,None,3,5.0,13.0,11,3,8,No
2999,30,Male,Married,Technical Degree,College,8,Sales,Sales Representative,Entry Level,Travel_Rarely,63920,6,Very High,4,4.0,,3.0,21,Low,2,1.0,11.0,11,10,8,No
3000,29,Male,Married,Life Sciences,Bachelor,6,Research & Development,Sales Executive,Entry Level,Travel_Rarely,22440,11,Low,3,1.0,4.0,1.0,12,High,5,1.0,11.0,11,3,10,Yes
3001,35,Male,Single,Life Sciences,Master,23,Research & Development,Research Scientist,Mid Level,Travel_Rarely,63340,20,Very High,3,2.0,4.0,1.0,14,None,2,1.0,11.0,11,3,3,No
3002,35,Female,Married,Medical,Bachelor,22,Research & Development,Sales Representative,Entry Level,Travel_Rarely,29660,16,Medium,3,3.0,2.0,3.0,18,None,2,9.0,15.0,11,6,9,No
3003,31,Female,Single,Medical,Bachelor,,Research & Development,Manager,Senior Level,Travel_Rarely,81030,20,High,3,4.0,3.0,2.0,15,Low,5,1.0,11.0,11,4,10,No
3004,30,Male,Divorced,Life Sciences,Bachelor,9,Research & Development,Manufacturing Director,Entry Level,Travel_Rarely,92500,13,High,3,2.0,3.0,2.0,12,High,0,1.0,11.0,11,2,7,No
3005,40,Male,Married,Marketing,Master,,Sales,Sales Executive,Entry Level,Travel_Rarely,48690,8,High,3,4.0,1.0,3.0,12,None,2,4.0,14.0,11,11,1,No
3006,36,Female,Married,Marketing,College,5,Sales,Laboratory Technician,Entry Level,Travel_Frequently,47170,12,High,3,2.0,3.0,2.0,19,Low,3,1.0,12.0,11,0,7,No
3007,34,Female,Married,Other,Bachelor,26,Research & Development,Sales Executive,Entry Level,Travel_Rarely,190380,14,Medium,3,1.0,4.0,3.0,13,None,3,6.0,13.0,11,5,9,No
3008,34,Male,Divorced,Medical,Bachelor,,Research & Development,Laboratory Technician,Senior Level,Travel_Rarely,41480,16,High,3,,4.0,3.0,11,None,3,1.0,11.0,11,7,9,No
3009,30,Male,Single,Life Sciences,Master,17,Research & Development,Healthcare Representative,Mid Level,Non-Travel,64300,14,Medium,3,3.0,3.0,3.0,12,Low,2,1.0,12.0,11,5,8,No
3010,34,Female,Married,Marketing,Doctor,25,Sales,Research Scientist,Entry Level,Travel_Rarely,41940,17,High,3,3.0,2.0,3.0,17,Medium,3,0.0,12.0,11,5,7,No
3011,36,Female,Married,Marketing,College,5,Sales,Laboratory Technician,Entry Level,Travel_Frequently,47170,6,High,3,2.0,3.0,2.0,19,Low,3,1.0,12.0,11,0,7,No
3012,38,Male,Divorced,Medical,Master,28,Research & Development,Laboratory Technician,Entry Level,Travel_Rarely,65830,7,High,3,4.0,3.0,,12,None,1,0.0,12.0,11,2,9,No
3013,60,Male,Divorced,Life Sciences,College,,Sales,Sales Executive,Mid Level,Travel_Rarely,25640,4,High,3,4.0,2.0,3.0,14,Low,3,0.0,12.0,11,1,9,No
3014,34,Female,Divorced,Medical,Master,14,Sales,Research Scientist,Senior Level,Travel_Frequently,88340,21,High,3,2.0,3.0,4.0,13,Low,1,4.0,15.0,11,5,10,No
3015,30,Male,Single,Life Sciences,College,10,Sales,Laboratory Technician,Senior Level,Non-Travel,188800,20,High,4,,3.0,2.0,22,Low,3,0.0,12.0,11,6,7,No
3016,31,Male,,Life Sciences,College,14,Research & Development,Healthcare Representative,Mid Level,Non-Travel,23020,20,High,3,3.0,,4.0,14,None,3,4.0,13.0,11,4,8,No
3017,36,Female,Married,Technical Degree,Bachelor,27,Research & Development,Research Scientist,Manager,Travel_Rarely,50560,14,Medium,3,1.0,4.0,3.0,12,None,2,7.0,15.0,12,5,7,No
3018,53,Male,Single,Medical,Below College,1,Research & Development,Sales Executive,Entry Level,Travel_Rarely,44250,5,Very High,4,4.0,4.0,3.0,22,Low,2,6.0,33.0,12,3,8,No
3019,42,Female,Single,Medical,Master,8,Research & Development,Sales Executive,Entry Level,Travel_Frequently,60620,10,High,4,4.0,1.0,3.0,22,Medium,2,1.0,12.0,12,5,8,No
3020,50,Female,Married,Technical Degree,Bachelor,1,Research & Development,Sales Executive,Mid Level,Travel_Rarely,134960,16,High,3,3.0,4.0,3.0,18,Low,3,3.0,22.0,12,1,5,No
3021,57,Male,Married,Life Sciences,Below College,2,Sales,Research Scientist,Senior Level,Travel_Rarely,61620,9,Medium,3,3.0,2.0,2.0,14,None,5,0.0,13.0,12,2,8,No
3022,34,Male,,Marketing,Bachelor,,Sales,Research Scientist,Manager,Travel_Rarely,27420,9,High,3,2.0,1.0,3.0,11,Low,2,0.0,13.0,12,2,11,No
3023,50,Female,,Technical Degree,Bachelor,1,Research & Development,Sales Executive,Mid Level,Travel_Rarely,134960,6,High,3,3.0,4.0,3.0,18,Low,3,3.0,22.0,12,1,5,No
3024,53,Male,Single,Medical,Below College,1,Research & Development,Sales Executive,Entry Level,Travel_Rarely,44250,10,Very High,4,4.0,4.0,3.0,22,Low,2,6.0,33.0,12,3,8,No
3025,57,Male,Married,Life Sciences,Below College,2,Sales,Research Scientist,Senior Level,Travel_Rarely,61620,19,Medium,3,3.0,2.0,2.0,14,None,5,0.0,13.0,12,2,8,No
3026,44,Female,Married,Life Sciences,Bachelor,16,Research & Development,Healthcare Representative,Entry Level,Travel_Rarely,80200,3,High,3,4.0,4.0,3.0,11,Low,2,3.0,23.0,12,11,11,No
3027,34,Male,,Marketing,Bachelor,24,Sales,Research Scientist,Manager,Travel_Rarely,27420,5,High,3,2.0,1.0,3.0,11,Low,2,0.0,13.0,12,2,11,No
3028,44,Female,Married,Life Sciences,Bachelor,16,Research & Development,Healthcare Representative,Entry Level,Travel_Rarely,80200,5,High,3,4.0,4.0,3.0,11,Low,2,3.0,23.0,12,11,11,No
3029,30,Female,Divorced,Medical,Bachelor,1,Sales,Sales Executive,Entry Level,Non-Travel,54700,7,High,3,1.0,,3.0,18,Low,2,1.0,12.0,12,6,10,No
3030,30,Male,Single,Medical,Master,1,Research & Development,Research Scientist,Entry Level,Travel_Frequently,20330,17,Low,3,4.0,,3.0,14,Low,3,1.0,12.0,12,3,7,No
3031,40,Male,Married,Technical Degree,College,11,Research & Development,Laboratory Technician,Manager,Travel_Rarely,52950,20,High,3,4.0,3.0,2.0,18,None,4,7.0,15.0,12,2,11,No
3032,30,Male,,Medical,Master,1,Research & Development,Research Scientist,Entry Level,Travel_Frequently,20330,6,Low,3,,3.0,3.0,14,Low,3,1.0,12.0,12,3,7,No
3033,46,Male,Married,Medical,Master,6,Research & Development,Sales Executive,Senior Level,Travel_Rarely,21740,19,High,3,3.0,1.0,3.0,11,Low,3,3.0,23.0,12,4,9,No
3034,30,Male,Single,Medical,Master,,Research & Development,Research Scientist,Entry Level,Travel_Frequently,20330,20,Low,3,4.0,3.0,3.0,14,Low,3,1.0,12.0,12,3,7,No
3035,40,Male,Married,Technical Degree,College,11,Research & Development,Laboratory Technician,Manager,Travel_Rarely,52950,21,High,3,4.0,3.0,2.0,18,None,4,7.0,15.0,12,2,11,No
3036,30,Male,Married,Life Sciences,Master,20,Human Resources,Research Scientist,Mid Level,Travel_Rarely,46610,8,Medium,3,2.0,4.0,2.0,11,None,3,1.0,12.0,12,1,7,No
3037,31,Male,Married,Life Sciences,Doctor,8,Research & Development,Sales Executive,Executive,Travel_Rarely,131200,17,Medium,3,4.0,1.0,3.0,12,Medium,6,1.0,13.0,12,5,7,No
3038,46,Male,Married,Medical,Master,6,Research & Development,Sales Executive,Senior Level,Travel_Rarely,21740,11,High,3,3.0,1.0,3.0,11,Low,3,3.0,23.0,12,4,9,No
3039,40,Male,,Life Sciences,Bachelor,,Research & Development,Sales Executive,Mid Level,Travel_Rarely,45770,10,Medium,3,3.0,2.0,3.0,11,Low,3,5.0,15.0,12,11,8,No
3040,42,Female,Single,Medical,Master,8,Research & Development,Sales Executive,Entry Level,Travel_Frequently,60620,22,High,4,4.0,1.0,3.0,22,Medium,2,1.0,12.0,12,5,8,No
3041,34,Male,Single,Marketing,Bachelor,,Sales,Research Scientist,Manager,Travel_Rarely,27420,11,High,3,2.0,1.0,3.0,11,Low,2,0.0,13.0,12,2,11,No
3042,30,Male,Married,Life Sciences,Master,,Human Resources,Research Scientist,Mid Level,Travel_Rarely,46610,23,Medium,3,2.0,4.0,2.0,11,None,3,1.0,12.0,12,1,7,No
3043,30,Female,,Medical,Bachelor,1,Sales,Sales Executive,Entry Level,Non-Travel,54700,16,High,3,1.0,3.0,3.0,18,Low,2,1.0,12.0,12,6,10,No
3044,31,Male,Married,Life Sciences,Doctor,8,Research & Development,Sales Executive,Executive,Travel_Rarely,131200,14,Medium,3,4.0,1.0,3.0,12,Medium,6,1.0,13.0,12,5,7,No
3045,44,Female,,Life Sciences,Bachelor,16,Research & Development,Healthcare Representative,Entry Level,Travel_Rarely,80200,15,High,3,4.0,4.0,3.0,11,Low,2,3.0,23.0,12,11,11,No
3046,42,Female,Single,Medical,Master,8,Research & Development,Sales Executive,Entry Level,Travel_Frequently,60620,8,High,4,4.0,1.0,3.0,22,Medium,2,1.0,12.0,12,5,8,No
3047,30,Male,Married,Life Sciences,Master,20,Human Resources,Research Scientist,Mid Level,Travel_Rarely,46610,14,Medium,3,2.0,4.0,,11,None,3,1.0,12.0,12,1,7,No
3048,50,Female,Married,Technical Degree,Bachelor,,Research & Development,Sales Executive,Mid Level,Travel_Rarely,134960,7,High,3,3.0,4.0,3.0,18,Low,3,3.0,22.0,12,1,5,No
3049,38,Male,,Life Sciences,College,19,Research & Development,Research Scientist,Mid Level,Travel_Frequently,24510,7,High,3,4.0,4.0,4.0,12,Low,3,7.0,19.0,13,2,9,No
3050,34,Male,Single,Life Sciences,College,6,Research & Development,Research Director,Entry Level,Travel_Frequently,43060,11,High,3,1.0,4.0,3.0,11,None,2,0.0,14.0,13,4,9,No
3051,36,Male,Single,Life Sciences,Master,16,Research & Development,Healthcare Representative,Entry Level,Travel_Rarely,67350,4,Medium,4,,4.0,4.0,25,Medium,3,8.0,16.0,13,3,7,No
3052,46,Male,Married,Life Sciences,College,4,Research & Development,Manufacturing Director,Senior Level,Travel_Rarely,138260,17,Medium,3,2.0,3.0,4.0,11,None,1,8.0,23.0,13,5,1,No
3053,37,Male,,Medical,Bachelor,,Research & Development,Laboratory Technician,Senior Level,Non-Travel,20080,7,Medium,4,3.0,2.0,3.0,22,None,5,3.0,15.0,13,10,7,No
3054,33,Male,Divorced,Technical Degree,Bachelor,8,Research & Development,Laboratory Technician,Mid Level,Travel_Frequently,90690,7,High,4,4.0,3.0,1.0,25,Low,3,3.0,15.0,13,4,7,No
3055,46,Male,,Life Sciences,College,4,Research & Development,Manufacturing Director,Senior Level,Travel_Rarely,138260,8,Medium,3,2.0,3.0,4.0,11,None,1,8.0,23.0,13,5,1,No
3056,47,Male,Married,Medical,College,21,Research & Development,Sales Executive,Entry Level,Non-Travel,46390,7,Medium,3,2.0,3.0,1.0,11,Low,2,0.0,14.0,13,5,12,No
3057,36,Male,Single,Life Sciences,Master,16,Research & Development,Healthcare Representative,Entry Level,Travel_Rarely,67350,11,Medium,4,2.0,4.0,4.0,25,Medium,3,8.0,16.0,13,3,7,No
3058,35,Male,Married,Life Sciences,Bachelor,2,Research & Development,Healthcare Representative,Senior Level,Travel_Rarely,23210,13,High,3,1.0,4.0,3.0,12,Low,0,9.0,15.0,13,6,0,Yes
3059,35,Male,Married,Life Sciences,Bachelor,1,Research & Development,Healthcare Representative,Senior Level,Travel_Rarely,167920,13,Very High,3,2.0,4.0,3.0,12,Low,3,3.0,16.0,13,4,8,No
3060,33,Female,Single,Life Sciences,College,1,Research & Development,Sales Executive,Entry Level,Travel_Frequently,62140,20,High,3,3.0,1.0,3.0,19,Medium,3,1.0,14.0,13,3,8,Yes
3061,33,Male,Married,Life Sciences,Master,3,Research & Development,Manufacturing Director,Manager,Travel_Rarely,59020,18,High,3,3.0,3.0,4.0,12,Low,2,0.0,14.0,13,3,7,No
3062,35,Male,,Life Sciences,Bachelor,2,Research & Development,Healthcare Representative,Senior Level,Travel_Rarely,23210,9,High,3,,4.0,3.0,12,Low,0,9.0,15.0,13,6,0,Yes
3063,37,Male,Married,Medical,Bachelor,,Research & Development,Laboratory Technician,Senior Level,Non-Travel,20080,15,Medium,4,3.0,2.0,3.0,22,None,5,3.0,15.0,13,10,7,No
3064,34,Female,Single,Life Sciences,Master,10,Research & Development,Sales Representative,Entry Level,Travel_Rarely,192460,6,High,3,1.0,4.0,3.0,15,Low,5,3.0,15.0,13,3,12,No
3065,32,Male,Married,Life Sciences,Bachelor,1,Research & Development,Research Scientist,Senior Level,Travel_Rarely,26620,10,Very High,3,2.0,3.0,3.0,11,Low,6,1.0,13.0,13,11,9,No
3066,46,Male,Married,Life Sciences,College,4,Research & Development,Manufacturing Director,Senior Level,Travel_Rarely,138260,6,Medium,3,2.0,3.0,4.0,11,None,1,8.0,23.0,13,5,1,No
3067,34,Female,Single,Life Sciences,Master,10,Research & Development,Sales Representative,Entry Level,Travel_Rarely,192460,13,High,3,1.0,4.0,3.0,15,Low,5,3.0,15.0,13,3,12,No
3068,33,Female,Single,Life Sciences,College,1,Research & Development,Sales Executive,Entry Level,Travel_Frequently,62140,8,High,3,,1.0,3.0,19,Medium,3,1.0,14.0,13,3,8,Yes
3069,31,Male,,Medical,Bachelor,16,Research & Development,Human Resources,Mid Level,Travel_Rarely,27820,21,High,3,4.0,1.0,3.0,19,Low,5,1.0,13.0,13,9,9,No
3070,38,Male,Divorced,Marketing,Below College,11,Sales,Laboratory Technician,Mid Level,Non-Travel,24300,9,Very High,3,4.0,2.0,3.0,13,Medium,2,7.0,17.0,13,1,9,No
3071,36,Male,Single,Life Sciences,Master,16,Research & Development,Healthcare Representative,Entry Level,Travel_Rarely,67350,7,Medium,4,2.0,4.0,4.0,25,Medium,3,8.0,16.0,13,3,7,No
3072,38,Male,Married,Life Sciences,College,19,Research & Development,Research Scientist,Mid Level,Travel_Frequently,24510,9,High,3,4.0,4.0,4.0,12,Low,3,7.0,19.0,13,2,9,No
3073,56,Male,,Life Sciences,Below College,,Research & Development,Sales Executive,Entry Level,Non-Travel,54670,17,Medium,4,3.0,3.0,2.0,20,None,6,1.0,13.0,13,1,9,No
3074,32,Male,Married,Life Sciences,Bachelor,1,Research & Development,Research Scientist,Senior Level,Travel_Rarely,26620,19,Very High,3,2.0,3.0,3.0,11,Low,6,1.0,13.0,13,11,9,No
3075,42,Female,Married,Technical Degree,Bachelor,7,Research & Development,Sales Executive,Mid Level,Travel_Rarely,182650,19,High,3,1.0,3.0,4.0,12,Low,4,9.0,18.0,13,5,7,No
3076,37,Male,Married,Medical,Bachelor,,Research & Development,Laboratory Technician,Senior Level,Non-Travel,20080,16,Medium,4,3.0,2.0,3.0,22,None,5,3.0,15.0,13,10,7,No
3077,35,Male,,Life Sciences,Below College,1,Research & Development,Sales Executive,Mid Level,Non-Travel,136100,8,Medium,4,4.0,3.0,2.0,22,Medium,4,4.0,16.0,13,4,12,No
3078,35,Male,Married,Life Sciences,Bachelor,2,Research & Development,Healthcare Representative,Senior Level,Travel_Rarely,23210,15,High,3,1.0,4.0,3.0,12,Low,0,9.0,15.0,13,6,0,Yes
3079,31,Male,Married,Life Sciences,Master,,Research & Development,Sales Executive,Senior Level,Travel_Rarely,21870,5,Medium,3,1.0,2.0,1.0,15,Low,2,1.0,13.0,13,3,12,No
3080,33,Male,Married,Life Sciences,Master,3,Research & Development,Manufacturing Director,Manager,Travel_Rarely,59020,8,High,3,3.0,3.0,4.0,12,Low,2,0.0,14.0,13,3,7,No
3081,42,Female,Married,Technical Degree,Bachelor,7,Research & Development,Sales Executive,Mid Level,Travel_Rarely,182650,13,High,3,1.0,3.0,4.0,12,Low,4,9.0,18.0,13,5,7,No
3082,32,Male,,Life Sciences,Bachelor,1,Research & Development,Research Scientist,Senior Level,Travel_Rarely,26620,10,Very High,3,,3.0,3.0,11,Low,6,1.0,13.0,13,11,9,No
3083,35,Male,,Life Sciences,Below College,,Research & Development,Sales Executive,Mid Level,Non-Travel,136100,5,Medium,4,,3.0,2.0,22,Medium,4,4.0,16.0,13,4,12,No
3084,47,Male,Married,Medical,College,21,Research & Development,Sales Executive,Entry Level,Non-Travel,46390,7,Medium,3,2.0,3.0,1.0,11,Low,2,0.0,14.0,13,5,12,No
3085,36,Female,Married,Life Sciences,Bachelor,6,Research & Development,Research Scientist,Mid Level,Travel_Frequently,47710,16,High,3,4.0,1.0,3.0,13,Low,2,4.0,16.0,13,1,12,No
3086,47,Male,Married,Medical,College,,Research & Development,Sales Executive,Entry Level,Non-Travel,46390,16,Medium,3,2.0,3.0,1.0,11,Low,2,0.0,14.0,13,5,12,No
3087,32,Male,Married,Marketing,Bachelor,2,Sales,Laboratory Technician,Mid Level,Travel_Rarely,27060,22,High,4,3.0,4.0,2.0,21,Low,4,1.0,13.0,13,4,8,No
3088,34,Male,,Life Sciences,College,6,Research & Development,Research Director,Entry Level,Travel_Frequently,43060,12,High,3,1.0,4.0,3.0,11,None,2,0.0,14.0,13,4,9,No
3089,38,Male,Married,Life Sciences,College,19,Research & Development,Research Scientist,Mid Level,Travel_Frequently,24510,6,High,3,4.0,4.0,4.0,12,Low,3,7.0,19.0,13,2,9,No
3090,31,Male,Divorced,Life Sciences,Bachelor,,Research & Development,Research Director,Mid Level,Travel_Rarely,53430,6,High,3,2.0,3.0,4.0,14,Low,3,1.0,13.0,13,0,8,No
3091,31,Male,Married,Life Sciences,Master,10,Research & Development,Sales Executive,Senior Level,Travel_Rarely,21870,17,Medium,3,1.0,2.0,1.0,15,Low,2,1.0,13.0,13,3,12,No
3092,36,Female,Married,Life Sciences,Bachelor,6,Research & Development,Research Scientist,Mid Level,Travel_Frequently,47710,19,High,3,4.0,1.0,3.0,13,Low,2,4.0,16.0,13,1,12,No
3093,36,Female,Single,Life Sciences,Master,1,Human Resources,Research Scientist,Senior Level,Travel_Rarely,41070,15,Low,3,4.0,3.0,2.0,11,Low,2,3.0,17.0,13,6,7,No
3094,33,Female,Single,Life Sciences,College,1,Research & Development,Sales Executive,Entry Level,Travel_Frequently,62140,8,High,3,3.0,1.0,3.0,19,Medium,3,1.0,14.0,13,3,8,Yes
3095,32,Male,Married,Marketing,Bachelor,2,Sales,Laboratory Technician,Mid Level,Travel_Rarely,27060,11,High,4,3.0,4.0,,21,Low,4,1.0,13.0,13,4,8,No
3096,35,Male,Married,Life Sciences,Bachelor,1,Research & Development,Healthcare Representative,Senior Level,Travel_Rarely,167920,7,Very High,3,,4.0,3.0,12,Low,3,3.0,16.0,13,4,8,No
3097,31,Male,Divorced,Medical,Bachelor,16,Research & Development,Human Resources,Mid Level,Travel_Rarely,27820,8,High,3,4.0,1.0,3.0,19,Low,5,1.0,13.0,13,9,9,No
3098,34,Male,,Life Sciences,College,6,Research & Development,Research Director,Entry Level,Travel_Frequently,43060,6,High,3,1.0,4.0,3.0,11,None,2,0.0,14.0,13,4,9,No
3099,31,Male,Married,Life Sciences,Master,10,Research & Development,Sales Executive,Senior Level,Travel_Rarely,21870,23,Medium,3,1.0,2.0,1.0,15,Low,2,1.0,13.0,13,3,12,No
3100,33,Male,Divorced,Technical Degree,Bachelor,8,Research & Development,Laboratory Technician,Mid Level,Travel_Frequently,90690,22,High,4,4.0,3.0,1.0,25,Low,3,3.0,15.0,13,4,7,No
3101,56,Male,Divorced,Life Sciences,Below College,8,Research & Development,Sales Executive,Entry Level,Non-Travel,54670,15,Medium,4,3.0,3.0,2.0,20,None,6,1.0,13.0,13,1,9,No
3102,34,Female,Single,Life Sciences,Master,10,Research & Development,Sales Representative,Entry Level,Travel_Rarely,192460,18,High,3,1.0,4.0,3.0,15,Low,5,3.0,15.0,13,3,12,No
3103,51,Female,Single,Life Sciences,Bachelor,,Research & Development,Sales Executive,Entry Level,Travel_Frequently,20730,18,High,3,1.0,1.0,2.0,14,Low,4,3.0,23.0,13,12,8,No
3104,32,Male,Married,Marketing,Bachelor,2,Sales,Laboratory Technician,Mid Level,Travel_Rarely,27060,20,High,4,3.0,4.0,2.0,21,Low,4,1.0,13.0,13,4,8,No
3105,38,Male,Divorced,Marketing,Below College,11,Sales,Laboratory Technician,Mid Level,Non-Travel,24300,11,Very High,3,4.0,2.0,3.0,13,Medium,2,7.0,17.0,13,1,9,No
3106,36,Female,Single,Life Sciences,Master,1,Human Resources,Research Scientist,Senior Level,Travel_Rarely,41070,10,Low,3,4.0,3.0,2.0,11,Low,2,3.0,17.0,13,6,7,No
3107,33,Male,,Life Sciences,Master,3,Research & Development,Manufacturing Director,Manager,Travel_Rarely,59020,20,High,3,3.0,3.0,4.0,12,Low,2,0.0,14.0,13,3,7,No
3108,38,Male,Divorced,Marketing,Below College,11,Sales,Laboratory Technician,Mid Level,Non-Travel,24300,21,Very High,3,4.0,2.0,3.0,13,Medium,2,7.0,17.0,13,1,9,No
3109,51,Female,Single,Life Sciences,Bachelor,1,Research & Development,Sales Executive,Entry Level,Travel_Frequently,20730,7,High,3,1.0,1.0,2.0,14,Low,4,3.0,23.0,13,12,8,No
3110,33,Male,Married,Life Sciences,Bachelor,3,Sales,Manager,Senior Level,Travel_Rarely,97250,6,High,3,2.0,2.0,3.0,11,None,0,1.0,14.0,14,2,13,No
3111,54,Female,Divorced,Life Sciences,Bachelor,10,Sales,Research Scientist,Manager,Travel_Frequently,37610,21,Medium,3,4.0,2.0,3.0,12,None,3,3.0,26.0,14,1,12,No
3112,32,Male,Married,Medical,Below College,3,Research & Development,Manufacturing Director,Mid Level,Travel_Rarely,171810,13,Medium,3,3.0,3.0,3.0,14,None,2,1.0,14.0,14,6,8,No
3113,53,Male,Divorced,Life Sciences,Below College,,Sales,Human Resources,Executive,Travel_Rarely,31620,4,High,3,3.0,3.0,,15,None,4,4.0,26.0,14,4,8,No
